specialization;upper_place;place;address;availability
Psychiatria;"Wojewódzki Samodzielny Zespół Publicznych Zakładów
Opieki Zdrowotnej im. prof. Eugeniusza Wilczkowskiego
w Gostyninie";Oddział Psychiatryczny VI;ul. Zalesie 1 09-500 Gostynin;5
Psychiatria;"Wojewódzki Samodzielny Zespół Publicznych Zakładów
Opieki Zdrowotnej im. prof. Eugeniusza Wilczkowskiego
w Gostyninie";Oddział Psychiatryczny III;ul. Zalesie 1 09-500 Gostynin;5
Psychiatria;Specjalistyczny Szpital Wojewódzki w Ciechanowie;"Oddział Psychiatryczny,
Pododdział Leczenia Uzależnień
(detoksykacji)";ul. Długa 9 06-400 Ciechanów;2
Psychiatria;"""MAZOWIECKI SZPITAL WOJEWÓDZKI DREWNICA""
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"""MAZOWIECKI SZPITAL
WOJEWÓDZKI DREWNICA""
SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";"ul. Karola Rychlińskiego 1 05-091
Ząbki";12
Psychiatria;"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Przasnyszu";Oddział Psychiatryczny;ul. Sadowa 9 06-300 Przasnysz;0
"Psychiatria dzieci i
młodzieży";Instytut Psychiatrii i Neurologii;"Klinika Psychiatrii Dzieci i
Młodzieży";"ul. Jana III Sobieskiego 9 02-957
Warszawa";0
"Psychiatria dzieci i
młodzieży";"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";"Oddział Kliniczny Psychiatrii
Wieku Rozwojowego, Oddział
Kliniczny Dzienny Psychiatrii
Wieku Rozwojowego";"ul. Żwirki i Wigury 63A 02-091
Warszawa";0
"Psychiatria dzieci i
młodzieży";"Mazowieckie Centrum Neuropsychiatrii Spółka z
ograniczoną odpowiedzialnością";"Oddział Psychiatryczny dla Dzieci
w Józefowie";ul. 3 Maja 127 05-420 Józefów;2
"Psychiatria dzieci i
młodzieży";"Mazowieckie Centrum Neuropsychiatrii Spółka z
ograniczoną odpowiedzialnością";"Oddział Psychiatryczny dla
Młodzieży w Józefowie";ul. 3 Maja 127 05-420 Józefów;3
"Psychiatria dzieci i
młodzieży";"Mazowieckie Centrum Neuropsychiatrii Spółka z
ograniczoną odpowiedzialnością";"Psychiatryczny Rehabilitacyjny
Oddział Dzienny Wieku
Rozwojowego w Józefowie";ul. 3 Maja 127 05-420 Józefów;0
"Psychiatria dzieci i
młodzieży";"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Oddział Dzienny Psychiatrii
Dziecięcej, Poradnia
Psychiatryczna dla Dzieci i
Młodzieży";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";0
"Psychiatria dzieci i
młodzieży";"""UZDROWISKO KONSTANCIN- ZDRÓJ"" SPÓŁKA AKCYJNA";"Szpital Rehabilitacji, Oddział
Psychiatryczny dla dzieci i
młodzieży, Oddział Psychiatryczny
Dzienny dla dzieci i młodzieży,
Poradnia Zdrowia Psychicznego
dla dzieci i młodzieży";ul. Sue Ryder 1 05-510 Konstancin-Jeziorna;0
"Radiologia i diagnostyka
obrazowa";"Samodzielny Publiczny Szpital Kliniczny im. prof. Adama
Grucy CMKP";Zakład Diagnostyki Obrazowej;ul. ks. Stanisława Konarskiego 13 05-400 Otwock;1
"Radiologia i diagnostyka
obrazowa";Wojewódzki Szpital Zespolony;Zakład Diagnostyki Obrazowej;ul. Medyczna 19 09-400 Płock;0
"Radiologia i diagnostyka
obrazowa";Specjalistyczny Szpital Wojewódzki w Ciechanowie;Zakład Diagnostyki Obrazowej;ul. Powstańców Wielkopolskich 2 06-400 Ciechanów;2
"Radiologia i diagnostyka
obrazowa";"Samodzielny Publiczny Specjalistyczny Szpital Zachodni
im. św. Jana Pawła II";Zakład Diagnostyki Obrazowej;"ul. Daleka 11 05-825 Grodzisk
Mazowiecki";5
"Radiologia i diagnostyka
obrazowa";"Mazowiecki Szpital Wojewódzki im. św. Jana Pawła II w
Siedlcach Spółka z ograniczoną odpowiedzialnością";"Zespół Lecznictwa
Ambulatoryjnego Zakład
Diagnostyki Obrazowej";"ul. Księcia Józefa Poniatowskiego 26
08-110 Siedlce";2
"Radiologia i diagnostyka
obrazowa";"NARODOWY INSTYTUT KARDIOLOGII STEFANA
KARDYNAŁA WYSZYŃSKIEGO - PAŃSTWOWY INSTYTUT
BADAWCZY";Zakład Radiologii;ul. Alpejska 42 04-628 Warszawa;0
"Radiologia i diagnostyka
obrazowa";"SAMODZIELNY PUBLICZNY ZESPÓŁ ZAKŁADÓW OPIEKI
ZDROWOTNEJ IM.MARSZAŁKA JÓZEFA PIŁSUDSKIEGO W
PŁOŃSKU";Zakład Diagnostyki Obrazowej;"ul. Henryka Sienkiewicza 7 09-100
Płońsk";3
"Radiologia i diagnostyka
obrazowa";"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";Zakład Diagnostyki Obrazowej;"ul. Adolfa Tochtermana 1 26-610
Radom";5
"Radiologia i diagnostyka
obrazowa";Międzyleski Szpital Specjalistyczny w Warszawie;Zakład Diagnostyki Obrazowej;ul. Bursztynowa 2 04-749 Warszawa;0
"Radiologia i diagnostyka
obrazowa";"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";II Zakład Radiologii Klinicznej;"ul. Stefana Banacha 1A 02-097
Warszawa";0
"Radiologia i diagnostyka
obrazowa";Międzyleski Szpital Specjalistyczny w Warszawie;Zakład Radiologii;ul. Bursztynowa 2 04-749 Warszawa;0
"Radiologia i diagnostyka
obrazowa";"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";Zakład Radiologii Pediatrycznej;"ul. Żwirki i Wigury 63A 02-091
Warszawa";3
"Radiologia i diagnostyka
obrazowa";"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";Zakład Radiologii Klinicznej;"ul. Tytusa Chałubińskiego 5 02-004
Warszawa";0
"Radiologia i diagnostyka
obrazowa";Instytut Matki i Dziecka;Zakład Diagnostyki Obrazowej;"ul. Marcina Kasprzaka 17A 01-211
Warszawa";0
"Radiologia i diagnostyka
obrazowa";"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Zakład Diagnostyki Obrazowej;"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";4
"Radiologia i diagnostyka
obrazowa";Lux Med Spółka z ograniczoną odpowiedzialnością;Lux Med Diagnostyka;ul. Cegłowska 80 01-809 Warszawa;1
"Radiologia i diagnostyka
obrazowa";Instytut Gruźlicy i Chorób Płuc;"Zakład Radiologii i Diagnostyki
Obrazowej im. dr Marii
Werkenthin";ul. Płocka 26 01-138 Warszawa;2
"Radiologia i diagnostyka
obrazowa";"NARODOWY INSTYTUT ONKOLOGII IM. MARII
SKŁODOWSKIEJ-CURIE - PAŃSTWOWY INSTYTUT
BADAWCZY";Zakład Radiologii I;"ul. Wilhelma Konrada Roentgena 5
02-781 Warszawa";0
"Radiologia i diagnostyka
obrazowa";"SZPITAL CZERNIAKOWSKI SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";Zakład Diagnostyki Obrazowej;"ul. Stępińska 19/25 00-739
Warszawa";3
"Radiologia i diagnostyka
obrazowa";Instytut Psychiatrii i Neurologii;Zakład Radiologii;"ul. Jana III Sobieskiego 9 02-957
Warszawa";4
"Radiologia i diagnostyka
obrazowa";"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji
im. prof. dr hab. med. Eleonory Reicher";Zakład Radiologii;ul. Spartańska 1 02-637 Warszawa;1
"Radiologia i diagnostyka
obrazowa";"Samodzielny Publiczny Szpital Kliniczny im. prof. W.
Orłowskiego Centrum Medycznego Kształcenia
Podyplomowego";Zakład Rentgenodiagnostyki;"ul. Czerniakowska 231 00-416
Warszawa";0
"Radiologia i diagnostyka
obrazowa";"SZPITAL SOLEC SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";Zakład Diagnostyki Obrazowej;ul. Solec 93 00-382 Warszawa;0
"Radiologia i diagnostyka
obrazowa";"Mazowiecki Szpital Bródnowski Spółka z ograniczoną
odpowiedzialnością";Zakład Diagnostyki Obrazowej;"ul. Ludwika Kondratowicza 8 03-242
Warszawa";3
"Radiologia i diagnostyka
obrazowa";"Mazowiecki Szpital Specjalistyczny im. dr. Józefa
Psarskiego w Ostrołęce";Zakład Diagnostyki Obrazowej;"ul. Al. Jana Pawła II 120A 07-410
Ostrołęka";0
"Radiologia i diagnostyka
obrazowa";"Mazowiecki Szpital Specjalistyczny Spółka z ograniczoną
odpowiedzialnością";"Zakład Diagnostyki Obrazowej i
Radiologii Interwencyjnej";"ul. Juliana Aleksandrowicza 5 26-617
Radom";0
"Radiologia i diagnostyka
obrazowa";Lux Med Spółka z ograniczoną odpowiedzialnością;Lux Med Diagnostyka;ul. Seweryna Goszczyńskiego 1 02-616 Warszawa;1
"Radioterapia
onkologiczna";"NARODOWY INSTYTUT ONKOLOGII IM. MARII
SKŁODOWSKIEJ-CURIE - PAŃSTWOWY INSTYTUT
BADAWCZY";"Narodowy Instytut Onkologii im.
Marii Skłodowskiej-Curie -Państwowy Instytut Badawczy";"ul. Wilhelma Konrada Roentgena 5
02-781 Warszawa";4
"Radioterapia
onkologiczna";"Mazowiecki Szpital Onkologiczny Spółka z ograniczoną
odpowiedzialnością";"Pododdział Radioterapii, Zakład
Radioterapii";ul. ul. Kościelna 61 05-135 Wieliszew;1
"Radioterapia
onkologiczna";"KLINIKI NEURORADIOCHIRURGII SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Zakład Radioterapii;ul. Uniwersytecka 6 26-600 Radom;2
Rehabilitacja medyczna;"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Przasnyszu";Oddział Rehabilitacji;ul. Sadowa 9 06-300 Przasnysz;6
Rehabilitacja medyczna;"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";"Oddział Rehabilitacji, Oddział
Rehabilitacji Neurologicznej
(ul.Giserska) i Poradnia
Rehabilitacji (ul.Tochtermana 1)";ul. Lekarska 4 26-610 Radom;5
Rehabilitacja medyczna;"Samodzielny Publiczny Szpital Kliniczny im. prof. Adama
Grucy CMKP";Oddział Rehabilitacji;ul. ks. Stanisława Konarskiego 13 05-400 Otwock;1
Rehabilitacja medyczna;"MAZOWIECKIE CENTRUM REHABILITACJI ""STOCER""
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Szpital im. prof. M. Weissa
Oddział Wad Postawy, Skolioz i
Rehabilitacji Schorzeń Narządu
Ruchu dla Dzieci i Młodzieży z
Pododdziałem Rehabilitacji
Neurologicznej";ul. Długa 40/42 05-510 Konstancin-Jeziorna;5
Rehabilitacja medyczna;Centrum Kompleksowej Rehabilitacji Sp. z o.o.;Oddział Rehabilitacyjny;"ul. Wacława Gąsiorowskiego 12/14
05-510 Konstancin-Jeziorna";4
Rehabilitacja medyczna;ARION Med Sp. z o.o.;"Szpital w Gorzewie, Oddział
Rehabilitacji Ogólnoustrojowej";"ul. Kruk 5 09-500 Gorzewo
(Gostynin)";3
Rehabilitacja medyczna;"Mazowieckie Centrum Rehabilitacji ""STOCER"" Sp. z o.o.";"Szpital im. prof. M. Weissa
Oddział Rehabilitacyjny z
Pododdziałem Rehabilitacji
Neurologicznej";ul. Antoniego Wierzejewskiego 12 05-510 Konstancin-Jeziorna;21
Rehabilitacja medyczna;"Centrum Leczniczo-Rehabilitacyjne i Medycyny Pracy
ATTIS Sp. z o.o.";Zakład i Oddział Rehabilitacji;ul. Górczewska 89 01-401 Warszawa;1
Rehabilitacja medyczna;Instytut Psychiatrii i Neurologii;"II Klinika Neurologiczna - Oddział
Rehabilitacji Neurologicznej";"ul. Jana III Sobieskiego 9 02-957
Warszawa";8
Rehabilitacja medyczna;"Mazowiecki Szpital Wojewódzki im. św. Jana Pawła II w
Siedlcach Spółka z ograniczoną odpowiedzialnością";"Szpital im. dr. Teodora Dunina
Oddział Rehabilitacyjny";"ul. Aleja Teodora Dunina 1 05-320
Rudka";6
Rehabilitacja medyczna;"Mazowieckie Centrum Rehabilitacji ""STOCER"" Sp. z o.o.";"Szpital Chirurgii Urazowej im. św.
Anny, Oddział Rehabilitacyjny";ul. Barska 16/20 02-315 Warszawa;1
Rehabilitacja medyczna;"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji
im. prof. dr hab. med. Eleonory Reicher";Klinika Rehabilitacji;ul. Spartańska 1 02-637 Warszawa;7
Rehabilitacja medyczna;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Klinika Rehabilitacji;"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";1
Rehabilitacja medyczna;"GRUPA ZDROWIE SPÓŁKA Z OGRANICZONĄ
ODPOWIEDZIALNOŚCIĄ";"Centrum Medyczne GRUPA
ZDROWIE, Rehabilitacja
Neurologiczna";"ul. Kraszewo Czubaki 23a 09-140
Kraszewo Czubaki";2
Rehabilitacja medyczna;"PŁOCKI ZAKŁAD OPIEKI ZDROWOTNEJ SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Szpital Świętej Trójcy, Pododdział
Rehabilitacji Narządu Ruchu";"ul. Tadeusza Kościuszki 28 09-402
Płock";1
Reumatologia;Wojewódzki Szpital Zespolony;Oddział Reumatologiczny;ul. Medyczna 19 09-400 Płock;0
Reumatologia;"MAZOWIECKI SZPITAL SPECJALISTYCZNY SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Kliniczny Oddział Wewnętrzny I z
Pododdziałem Reumatologii";"ul. Juliana Aleksandrowicza 5 26-617
Radom";0
Reumatologia;"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji
im. prof. dr hab. med. Eleonory Reicher";"Klinika i Poliklinika Reumatologii
Wieku Rozwojowego";ul. Spartańska 1 02-637 Warszawa;6
Reumatologia;Centrum Zdrowia Mazowsza Zachodniego Sp. z o.o.;Oddział Reumatologiczny;ul. Bolesława Limanowskiego 30 96-300 Żyrardów;0
Reumatologia;"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji
im. prof. dr hab. med. Eleonory Reicher";"Klinika i Poliklinika Układowych
Chorób Tkanki Łącznej";ul. Spartańska 1 02-637 Warszawa;0
Reumatologia;"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji
im. prof. dr hab. med. Eleonory Reicher";"Klinika Wczesnego Zapalenia
Stawów";ul. Spartańska 1 02-637 Warszawa;1
Reumatologia;"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji
im. prof. dr hab. med. Eleonory Reicher";Klinika i Poliklinika Reumatologii;ul. Spartańska 1 02-637 Warszawa;1
Seksuologia;"Instytut Seksuologii Polskiego Towarzystwa
Seksuologicznego";"Instytut Seksuologii Polskiego
Towarzystwa Seksuologicznego";"ul. Nowogrodzka 62/42 02-002
Warszawa";0
Seksuologia;"Samodzielny Wojewódzki Zespół Publicznych Zakładów
Psychiatrycznej Opieki Zdrowotnej w Warszawie";"Poradnia Seksuologiczna i
Patologii Współżycia";ul. Dolna 42 00-774 Warszawa;0
Seksuologia;"Samodzielny Publiczny Szpital Kliniczny im. prof. W.
Orłowskiego Centrum Medycznego Kształcenia
Podyplomowego";"Poradnia Seksuologii i Patologii
Więzi Międzyludzkich SPSK oraz
Zakład Seksuologii Medycznej i
Psychoterapii CMKP";"ul. Czerniakowska 231 00-416
Warszawa";1
Stomatologia dziecięca;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Poradnia Stomatologiczna dla
Dzieci";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";2
Stomatologia dziecięca;"Mazowieckie Centrum Stomatologii Spółka z ograniczoną
odpowiedzialnością";Poradnia Stomatologii Dziecięcej;ul. Nowy Zjazd 1 00-301 Warszawa;1
Stomatologia dziecięca;"Centrum Medyczne Warszawskiego Uniwersytetu
Medycznego Sp. z o.o.";"Centrum Medyczne
Warszawskiego Uniwersytetu
Medycznego - Oddział
Stomatologii, Poradnia
Stomatologii Dziecięcej";ul. Emilii Plater 21 00-688 Warszawa;0
Stomatologia dziecięca;"""CENTRUM MEDYCZNE WARSZAWSKIEGO
UNIWERSYTETU MEDYCZNEGO"" SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"UCS, Zakład Stomatologii
Dziecięcej";"ul. Stanisława Binieckiego 6 02-097
Warszawa";1
"Stomatologia
zachowawcza z
endodoncją";"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";"Poradnia Stomatologii
Zachowawczej";ul. Lekarska 4 26-610 Radom;1
"Stomatologia
zachowawcza z
endodoncją";"Centrum Medyczne Warszawskiego Uniwersytetu
Medycznego Sp. z o.o.";"Centrum Medyczne
Warszawskiego Uniwersytetu
Medycznego - Oddział
Stomatologii, Poradnia
Stomatologii Zachowawczej z
Endodoncją";ul. Emilii Plater 21 00-688 Warszawa;1
"Stomatologia
zachowawcza z
endodoncją";KLINIKA STOMATOLOGICZNA IMARI IRMINA HEZNER -SUŁKOWSKA SPÓŁKA JAWNA;"IMARI Przychodnia
Stomatologiczna, Poradnia
stomatologii zachowawczej z
endodoncją dla dorosłych i
Poradnia stomatologii
zachowawczej z endodoncją dla
dzieci";"ul. Aleja Stanów Zjednoczonych
32/16 04-036 Warszawa";0
"Stomatologia
zachowawcza z
endodoncją";"""CENTRUM MEDYCZNE WARSZAWSKIEGO
UNIWERSYTETU MEDYCZNEGO"" SPÓŁKA Z
OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"UCS, Zakład Stomatologii
Zachowawczej";"ul. Stanisława Binieckiego 6 02-097
Warszawa";0
"Stomatologia
zachowawcza z
endodoncją";"Mazowieckie Centrum Stomatologii Spółka z ograniczoną
odpowiedzialnością";Poradnia Ogólnostomatologiczna;ul. Nowy Zjazd 1 00-301 Warszawa;1
Toksykologia kliniczna;"SZPITAL PRASKI P.W. PRZEMIENIENIA PAŃSKIEGO
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";Pododdział Toksykologii;"ul. Aleja Solidarności 67 03-401
Warszawa";0
Transfuzjologia kliniczna;Instytut Hematologii i Transfuzjologii;Zakład Transfuzjologii;"ul. Indiry Gandhi 14 02-776
Warszawa";8
Transfuzjologia kliniczna;"Regionalne Centrum Krwiodawstwa i Krwiolecznictwa w
Warszawie";"Regionalne Centrum
Krwiodawstwa i Krwiolecznictwa";ul. Saska 63/75 03-948 Warszawa;2
"Transplantologia
kliniczna";Instytut Hematologii i Transfuzjologii;"Klinika Transplantacji Komórek
Krwiotwórczych";"ul. Indiry Gandhi 14 02-776
Warszawa";3
"Transplantologia
kliniczna";"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Hematologii,
Transplantologii i Chorób
Wewnętrznych";"ul. Stefana Banacha 1A 02-097
Warszawa";2
"Transplantologia
kliniczna";"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Oddział Kliniczny Hepatologii,
Transplantologii i Chorób
Wewnętrznych";"ul. Stefana Banacha 1A 02-097
Warszawa";3
"Transplantologia
kliniczna";"NARODOWY INSTYTUT KARDIOLOGII STEFANA
KARDYNAŁA WYSZYŃSKIEGO - PAŃSTWOWY INSTYTUT
BADAWCZY";"Klinika Niewydolności Serca i
Transplantologii";ul. Alpejska 42 04-628 Warszawa;1
"Transplantologia
kliniczna";"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Chirurgii Ogólnej
Naczyniowej i Transplantacyjnej";"ul. Stefana Banacha 1A 02-097
Warszawa";0
"Transplantologia
kliniczna";"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Chirurgii Dziecięcej i
Transplantacji Narządów";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";0
"Transplantologia
kliniczna";Szpital Kliniczny Dzieciątka Jezus;"Klinika Chirurgii Ogólnej i
Transplantacyjnej";ul. Williama Heerleina Lindleya 4 02-005 Warszawa;2
"Transplantologia
kliniczna";"Uniwersyteckie Centrum Kliniczne Warszawskiego
Uniwersytetu Medycznego";"Klinika Chirurgii Transplantacyjnej
i Wątroby";"ul. Stefana Banacha 1A 02-097
Warszawa";0
"Transplantologia
kliniczna";Szpital Kliniczny Dzieciątka Jezus;"Klinika Medycyny
Transplantacyjnej i Nefrologii";ul. Williama Heerleina Lindleya 4 02-005 Warszawa;7
"Transplantologia
kliniczna";Szpital Kliniczny Dzieciątka Jezus;"Klinika Immunologii,
Transplantologii i Chorób
Wewnętrznych";ul. Williama Heerleina Lindleya 4 02-005 Warszawa;4
"Transplantologia
kliniczna";"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Gastroenterologii,
Hepatologii, Zaburzeń Odżywiania
i Pediatrii";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";6
"Transplantologia
kliniczna";"NARODOWY INSTYTUT KARDIOLOGII STEFANA
KARDYNAŁA WYSZYŃSKIEGO - PAŃSTWOWY INSTYTUT
BADAWCZY";"Klinika Kardiochirurgii i
Transplantologii";ul. Alpejska 42 04-628 Warszawa;1
"Transplantologia
kliniczna";"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";"Klinika Nefrologii, Transplantacji
Nerek i Nadciśnienia Tętniczego";"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";2
Urologia;"Mazowiecki Szpital Specjalistyczny im. dr. Józefa
Psarskiego w Ostrołęce";"Oddział Urologiczny im. Edwarda
Pogodskiego, Poradnia
Urologiczna";"ul. Aleja Jana Pawła II 120A 07-410
Ostrołęka";1
Urologia;Europejskie Centrum Zdrowia Otwock Sp. z o.o.;"Szpital im. F. Chopina Oddział
Kliniczny Urologii, Klinika Urologii
CMKP - I Zespół Dydaktyki
Urologicznej";ul. Borowa 14/18 05-400 Otwock;1
Urologia;"Samodzielny Publiczny Specjalistyczny Szpital Zachodni
im. św. Jana Pawła II";Oddział Urologiczny;"ul. Daleka 11 05-825 Grodzisk
Mazowiecki";1
Urologia;"Szpital Bielański im. ks. Jerzego Popiełuszki Samodzielny
Publiczny Zakład Opieki Zdrowotnej";Oddział Urologiczny;ul. Cegłowska 80 01-809 Warszawa;0
Urologia;"Samodzielny Publiczny Szpital Kliniczny im. prof. W.
Orłowskiego Centrum Medycznego Kształcenia
Podyplomowego";"Oddział Kliniczny Urologii, Klinika
Urologii";"ul. Czerniakowska 231 00-416
Warszawa";0
Urologia;"Mazowiecki Szpital Wojewódzki im. św. Jana Pawła II w
Siedlcach Spółka z ograniczoną odpowiedzialnością";"Siedlecki Szpital Specjalistyczny
Oddział Urologii i Onkologii
Urologicznej";"ul. Księcia Józefa Poniatowskiego 26
08-110 Siedlce";1
Urologia;Międzyleski Szpital Specjalistyczny w Warszawie;Oddział Urologiczny;ul. Bursztynowa 2 04-749 Warszawa;0
Urologia;"SZPITAL PRASKI P.W. PRZEMIENIENIA PAŃSKIEGO
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Oddział Urologii i Urologii
Onkologicznej";"ul. Aleja Solidarności 67 03-401
Warszawa";0
Urologia;"UNIWERSYTECKIE CENTRUM KLINICZNE
WARSZAWSKIEGO UNIWERSYTETU MEDYCZNEGO";Oddział Urologiczny (A i B);ul. Williama Heerleina Lindleya 4 02-005 Warszawa;0
Urologia;"NARODOWY INSTYTUT ONKOLOGII IM. MARII
SKŁODOWSKIEJ-CURIE - PAŃSTWOWY INSTYTUT
BADAWCZY";"Klinika Nowotworów Układu
Moczowego";"ul. Wilhelma Konrada Roentgena 5
02-781 Warszawa";1
Urologia;"PRZEDSIĘBIORSTWO WIELOBRANŻOWE ""JUMO"" SPÓŁKA
Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Niepubliczny Zakład Opieki
Zdrowotnej Szpital Mazovia -Leczenie Szpitalne, Oddział
Urologiczny";"ul. Aleja Komisji Edukacji Narodowej
47/U15 02-797 Warszawa";0
Urologia;"Radomski Szpital Specjalistyczny im. Dr Tytusa
Chałubińskiego";"Oddział Urologiczny z Pracownią
Litotrypsji im. dr Zenona
Wasilewskiego";"ul. Adolfa Tochtermana 1 26-610
Radom";0
Urologia;"Samodzielny Publiczny Zespół Zakładów Opieki
Zdrowotnej w Kozienicach";Oddział Urologiczny;"ul. Wł. Sikorskiego 10 26-900
Kozienice";2
Urologia;"MAZOWIECKIE CENTRUM REHABILITACJI ""STOCER""
SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Oddział Urologiczny Szpital
Kolejowy im. dr. med.
Włodzimierza Roeflera";ul. Warsztatowa 1 05-800 Pruszków;0
Urologia;"SPECJALISTYCZNY SZPITAL WOJEWÓDZKI W
CIECHANOWIE";ODDZIAŁ UROLOGICZNY;"ul. POWSTAŃCÓW WIELKOPOLSKICH
2 06-400 CIECHANÓW";2
Urologia dziecięca;"Instytut ""Pomnik - Centrum Zdrowia Dziecka""";Klinika Urologii Dziecięcej;"ul. Aleja Dzieci Polskich 20 04-730
Warszawa";2
Urologia dziecięca;"Samodzielny Zespół Publicznych Zakładów Opieki
Zdrowotnej im. Dzieci Warszawy w Dziekanowie Leśnym";Kliniczny Oddział Chirurgii -Centrum Leczenia Kamicy;"ul. Marii Konopnickiej 65 05-092
Dziekanów Leśny";3
Zdrowie publiczne;Warszawski Uniwersytet Medyczny;Katedra Medycyny Społecznej;"ul. Wojciecha Oczki 3 02-007
Warszawa";0
Zdrowie publiczne;Centrum Medyczne Kształcenia Podyplomowego;Szkoła Zdrowia Publicznego;"ul. Kleczewska 61/63 01-826
Warszawa";1
Zdrowie publiczne;Warszawski Uniwersytet Medyczny;"Zakład Profilaktyki Zagrożeń
Środowiskowych, Alergologii i
Immunologii";ul. ul. Banacha 1a 02-097 Warszawa;1
Zdrowie publiczne;Narodowy Instytut Zdrowia Publicznego PZH -Państwowy Instytut Badawczy;"Narodowy Instytut Zdrowia
Publicznego PZH - Państwowy
Instytut Badawczy";ul. Chocimska 24 00-791 Warszawa;2
